Date,Open,High,Low,Close,Volume,Adj Close
2012-12-31,250.00,250.40,247.60,249.00,6587800,48.84
2012-12-28,251.00,251.20,247.20,250.00,11123900,49.04
2012-12-27,250.00,250.00,246.00,247.60,13896000,48.57
2012-12-26,246.40,246.40,246.40,246.40,000,48.33
2012-12-25,246.40,246.40,246.40,246.40,000,48.33
2012-12-24,250.20,250.20,245.20,246.40,4792900,48.33
2012-12-21,247.00,248.20,245.60,247.80,14282600,48.60
2012-12-20,248.00,249.60,245.80,249.00,16721800,48.84
2012-12-19,251.20,251.20,247.40,249.40,17598100,48.92
2012-12-18,248.40,251.00,248.40,250.20,12181000,49.08
2012-12-17,250.00,251.20,245.80,249.40,16665400,48.92
2012-12-14,250.00,252.60,250.00,251.60,11299900,49.35
2012-12-13,251.00,253.20,250.80,252.80,14663600,49.59
2012-12-12,252.80,253.60,251.00,253.00,16402300,49.62
2012-12-11,250.60,253.40,248.20,252.60,15127500,49.55
2012-12-10,253.00,254.60,251.00,253.40,12640100,49.70
2012-12-07,255.00,255.00,250.00,251.00,14679400,49.23
2012-12-06,250.20,254.20,247.00,252.80,20009800,49.59
2012-12-05,245.00,251.40,239.20,250.20,27245100,49.08
2012-12-04,245.80,249.00,244.00,244.80,22786800,48.02
2012-12-03,250.60,251.40,244.40,245.40,26866600,48.13
2012-11-30,252.80,255.00,251.40,253.20,20622800,49.66
2012-11-29,257.20,257.20,254.00,255.40,14961200,50.10
2012-11-28,249.20,254.00,249.20,253.60,16137700,49.74
2012-11-27,254.00,255.20,251.40,251.60,16741900,49.35
2012-11-26,254.60,255.60,251.20,252.40,16833300,49.51
2012-11-23,261.80,261.80,254.40,256.40,18671900,50.29
2012-11-22,258.40,260.60,256.40,259.60,14542600,50.92
2012-11-21,251.00,258.80,251.00,258.00,21532500,50.61
2012-11-20,248.60,254.00,248.60,251.60,23904100,49.35
2012-11-19,246.00,246.80,242.40,246.00,27239900,48.25
2012-11-16,245.00,249.00,243.20,248.20,44251500,48.68
2012-11-15,255.00,257.40,248.80,249.20,56828300,48.88
2012-11-14,268.00,269.80,266.20,267.80,14673800,52.53
2012-11-13,272.00,274.40,268.80,270.20,17466200,53.00
2012-11-12,268.00,272.80,268.00,271.40,13772200,53.23
2012-11-09,268.40,273.00,266.40,267.00,16149500,52.37
2012-11-08,272.00,272.20,269.40,270.60,15045500,53.08
2012-11-07,275.60,276.00,272.00,275.60,12401000,54.06
2012-11-06,270.60,277.20,270.20,275.80,11426100,54.10
2012-11-05,275.00,277.80,274.00,275.60,12730200,54.06
2012-11-02,281.00,281.00,275.80,278.20,14644800,54.57
2012-11-01,274.00,276.00,270.80,275.80,13352600,54.10
2012-10-31,271.60,274.60,270.60,274.00,13498300,53.74
2012-10-30,270.00,272.00,267.20,271.60,15387000,53.27
2012-10-29,265.00,270.40,263.80,270.00,10735600,52.96
2012-10-26,269.80,274.60,265.00,266.80,15935900,52.33
2012-10-25,271.40,273.00,270.40,271.80,18590300,53.31
2012-10-24,265.60,271.00,264.00,270.40,18087200,53.04
2012-10-23,265.60,265.60,265.60,265.60,000,52.10
2012-10-22,261.60,266.00,260.00,265.60,10242500,52.10
2012-10-19,257.40,262.20,256.80,261.80,10839600,51.35
2012-10-18,262.20,264.40,259.40,260.00,12688000,51.00
2012-10-17,261.40,264.40,261.40,262.60,11205100,51.51
2012-10-16,260.60,261.40,259.00,260.00,6997800,51.00
2012-10-15,259.60,259.60,255.00,258.60,7242900,50.72
2012-10-12,257.00,259.60,257.00,258.80,6517300,50.76
2012-10-11,258.20,259.40,257.20,257.40,11877500,50.49
2012-10-10,258.20,260.20,256.20,259.80,7639400,50.96
2012-10-09,262.60,264.00,258.60,259.60,12018300,50.92
2012-10-08,260.00,262.00,258.20,260.60,13155200,51.12
2012-10-05,264.00,266.60,262.40,264.00,13427400,51.78
2012-10-04,265.00,266.40,262.20,264.60,11660700,51.90
2012-10-03,267.00,268.80,263.00,263.80,14021500,51.74
2012-10-02,264.20,264.20,264.20,264.20,000,51.82
2012-10-01,264.20,264.20,264.20,264.20,000,51.82
2012-09-28,265.00,265.00,262.00,264.20,16984800,51.82
2012-09-27,256.00,263.00,254.60,262.20,25201300,51.43
2012-09-26,251.00,257.00,251.00,256.00,12351000,50.21
2012-09-25,256.60,256.60,254.00,256.20,9162700,50.25
2012-09-24,255.00,256.40,251.60,255.20,11336200,50.06
2012-09-21,251.80,255.60,249.00,254.00,13710400,49.82
2012-09-20,254.80,258.00,251.60,251.80,14530500,49.39
2012-09-19,252.00,257.60,252.00,255.60,14240600,50.13
2012-09-18,253.00,255.40,253.00,255.00,15317800,50.02
2012-09-17,260.00,260.00,254.00,255.20,12733400,50.06
2012-09-14,260.60,260.60,255.20,255.60,24920200,50.13
2012-09-13,250.00,250.40,247.80,248.80,12760000,48.80
2012-09-12,249.00,251.00,247.80,250.40,15527200,49.11
2012-09-11,245.40,248.60,243.80,247.20,17925400,48.49
2012-09-10,247.00,247.00,244.20,245.40,14434000,48.13
2012-09-07,244.00,244.40,240.20,243.20,15316400,47.70
2012-09-06,234.00,239.60,233.00,239.20,9897700,46.92
2012-09-05,237.60,239.00,233.80,234.20,13317900,45.94
2012-09-04,240.00,240.00,236.60,237.60,9809600,46.60
2012-09-03,238.80,241.40,237.00,241.00,9931300,47.27
